"date","symbol","open","high","low","close","volume"
2026-03-27,"BONO2030",7.22882528726039e+38,1.97158270016782e+39,7.21671635663015e+38,1.97141293010149e+39,4780
2026-03-28,"BONO2030",1.97141293010149e+39,5.32789228093697e+39,1.9693503193082e+39,5.31425162972679e+39,19121
2026-03-29,"BONO2030",5.31425162972679e+39,1.46475562914449e+40,5.3029027713958e+39,1.45413545272884e+40,8782
2026-03-30,"BONO2030",1.45413545272884e+40,3.96315230284486e+40,1.44998177997703e+40,3.96027687738433e+40,12401
2026-03-31,"BONO2030",3.96027687738433e+40,1.0818724180406e+41,3.94675455110138e+40,1.07831062238189e+41,13711
2026-04-01,"BONO2030",1.07831062238189e+41,2.93725160773885e+41,1.07664530823224e+41,2.92643885979299e+41,12353
2026-04-02,"BONO2030",2.92643885979299e+41,7.89898415031104e+41,2.92501274931785e+41,7.8774445884846e+41,52981
2026-04-03,"BONO2030",7.8774445884846e+41,2.14147961775244e+42,7.87458565267025e+41,2.14117905148599e+42,2490
2026-04-04,"BONO2030",2.14117905148599e+42,5.88947906014494e+42,2.13595477168662e+42,5.87545559496015e+42,5366
2026-04-05,"BONO2030",5.87545559496015e+42,1.61243622188761e+43,5.84755374513337e+42,1.60397519597224e+43,2141
2026-04-06,"BONO2030",1.60397519597224e+43,4.38937154461277e+43,1.59379920997227e+43,4.38058448412071e+43,7335
2026-04-07,"BONO2030",4.38058448412071e+43,1.19669348770711e+44,4.36359860433585e+43,1.19232289573374e+44,12103
2026-04-08,"BONO2030",1.19232289573374e+44,3.20256597394197e+44,1.1896866240382e+44,3.19313462632739e+44,8820
2026-04-09,"BONO2030",3.19313462632739e+44,8.6612485632334e+44,3.18615076876037e+44,8.65933598148781e+44,2368
2026-04-10,"BONO2030",8.65933598148781e+44,2.37382239739158e+45,8.65689712122918e+44,2.36946984429198e+45,17241
2026-04-11,"BONO2030",2.36946984429198e+45,6.63833133312163e+45,2.3687514051421e+45,6.63169508923897e+45,4282
2026-04-12,"BONO2030",6.63169508923897e+45,1.78720331423896e+46,6.62935494444398e+45,1.78191493201439e+46,14693
2026-04-13,"BONO2030",1.78191493201439e+46,4.76454767390088e+46,1.78057496083368e+46,4.76131944959724e+46,5350
2026-04-14,"BONO2030",4.76131944959724e+46,1.2842176274716e+47,4.72784344345014e+46,1.28356060282596e+47,5746
2026-04-15,"BONO2030",1.28356060282596e+47,3.44651461507112e+47,1.28136086968249e+47,3.44426206573128e+47,5126
2026-04-16,"BONO2030",3.44426206573128e+47,9.38095721313123e+47,3.44312035177949e+47,9.37645567544924e+47,8670
2026-04-17,"BONO2030",9.37645567544924e+47,2.57694476808913e+48,9.33805755666829e+47,2.56728600616669e+48,8108
2026-04-18,"BONO2030",2.56728600616669e+48,6.99638523447233e+48,2.56673990869049e+48,6.96501179095091e+48,4896
2026-04-19,"BONO2030",6.96501179095091e+48,1.88260018211105e+49,6.96016043881324e+48,1.87959929246913e+49,5408
2026-04-20,"BONO2030",1.87959929246913e+49,5.02476090101954e+49,1.87715670800853e+49,5.01665794879874e+49,10952
2026-04-21,"BONO2030",5.01665794879874e+49,1.36747503152551e+50,5.00053023010412e+49,1.36609397366585e+50,10124
2026-04-22,"BONO2030",1.36609397366585e+50,3.65124826935729e+50,1.36428300479862e+50,3.65104303927358e+50,3290
2026-04-23,"BONO2030",3.65104303927358e+50,9.81055261847368e+50,3.64564573842515e+50,9.79835412950454e+50,5146
2026-04-24,"BONO2030",9.79835412950454e+50,2.65764703761139e+51,9.77875026569254e+50,2.64256653672467e+51,2041
2026-04-25,"BONO2030",2.64256653672467e+51,7.13341034876533e+51,2.62454711008704e+51,7.09126813454799e+51,7726
2026-04-26,"BONO2030",7.09126813454799e+51,1.93733630467446e+52,7.08224229190776e+51,1.93043289426918e+52,7513
2026-04-27,"BONO2030",1.93043289426918e+52,5.2812021150561e+52,1.92688317048369e+52,5.26807669097997e+52,21919
2026-04-28,"BONO2030",5.26807669097997e+52,1.47123629605895e+53,5.26475093376316e+52,1.46595337262031e+53,6192
2026-04-29,"BONO2030",1.46595337262031e+53,4.03738010997652e+53,1.46553384707842e+53,4.02822976939841e+53,6070
2026-04-30,"BONO2030",4.02822976939841e+53,1.10035185357214e+54,4.02139448469953e+53,1.0917384639495e+54,18918
2026-05-01,"BONO2030",1.0917384639495e+54,2.97383842629864e+54,1.08792375248333e+54,2.96851483748815e+54,31137
2026-05-02,"BONO2030",2.96851483748815e+54,8.04619679995977e+54,2.95714104020541e+54,8.03251292537561e+54,5952
2026-05-03,"BONO2030",8.03251292537561e+54,2.20761412637521e+55,8.01814949949418e+54,2.19945074495736e+55,6715
2026-05-04,"BONO2030",2.19945074495736e+55,6.02985983168658e+55,2.19364755009155e+55,6.01626082785253e+55,2939
2026-05-05,"BONO2030",6.01626082785253e+55,1.66492031220595e+56,5.99725498105234e+55,1.65838716190058e+56,1141
2026-05-06,"BONO2030",1.65838716190058e+56,4.59699662136957e+56,1.65529230918756e+56,4.5855540349635e+56,2331
2026-05-07,"BONO2030",4.5855540349635e+56,1.24394132532904e+57,4.56744965547234e+56,1.24162514783408e+57,2155
2026-05-08,"BONO2030",1.24162514783408e+57,3.41712403027673e+57,1.24118213941831e+57,3.40835867609901e+57,22065
2026-05-09,"BONO2030",3.40835867609901e+57,9.33779386806227e+57,3.40040318943336e+57,9.31399343481003e+57,6490
2026-05-10,"BONO2030",9.31399343481003e+57,2.56497304153793e+58,9.30754361522379e+57,2.55905923739121e+58,14705
2026-05-11,"BONO2030",2.55905923739121e+58,7.03097328656071e+58,2.55047416826563e+58,7.02082926006004e+58,2660
2026-05-12,"BONO2030",7.02082926006004e+58,1.92720279688716e+59,7.00857525339437e+58,1.92304006625519e+59,26430
2026-05-13,"BONO2030",1.92304006625519e+59,5.27821851578064e+59,1.92206376538136e+59,5.23920826602492e+59,8817
2026-05-14,"BONO2030",5.23920826602492e+59,1.4366132111918e+60,5.22534645384469e+59,1.43618138423492e+60,1171
2026-05-15,"BONO2030",1.43618138423492e+60,3.97878679208515e+60,1.42827623718738e+60,3.96557951116866e+60,4051
2026-05-16,"BONO2030",3.96557951116866e+60,1.07890696211561e+61,3.94404488560455e+60,1.0757490658751e+61,11541
2026-05-17,"BONO2030",1.0757490658751e+61,2.90363549780476e+61,1.0756699819431e+61,2.9014926906735e+61,1857
2026-05-18,"BONO2030",2.9014926906735e+61,7.86773750236791e+61,2.90046478117234e+61,7.86603972528569e+61,6001
2026-05-19,"BONO2030",7.86603972528569e+61,2.13218915639579e+62,7.84805412952041e+61,2.12854624721393e+62,20778
2026-05-20,"BONO2030",2.12854624721393e+62,5.79486438747661e+62,2.11744057341809e+62,5.76497861044871e+62,6397
2026-05-21,"BONO2030",5.76497861044871e+62,1.5694121121605e+63,5.75233178065707e+62,1.56663227619241e+63,6099
2026-05-22,"BONO2030",1.56663227619241e+63,4.33901256160971e+63,1.56320378498287e+63,4.33527397027244e+63,3867
2026-05-23,"BONO2030",4.33527397027244e+63,1.17391543597245e+64,4.33428427678043e+63,1.17263467555558e+64,13580
2026-05-24,"BONO2030",1.17263467555558e+64,3.2090790087901e+64,1.17015681966784e+64,3.20036469388948e+64,4265
2026-05-25,"BONO2030",3.20036469388948e+64,8.75051672550185e+64,3.19547547223696e+64,8.74973748869512e+64,27845
2026-05-26,"BONO2030",8.74973748869512e+64,2.39888598349979e+65,8.72235395133241e+64,2.39553082817187e+65,10530
2026-05-27,"BONO2030",2.39553082817187e+65,6.5459415150018e+65,2.38787378759927e+65,6.52882029922876e+65,7548
2026-05-28,"BONO2030",6.52882029922876e+65,1.74894149661914e+66,6.51091630366067e+65,1.74427017579363e+66,11286
2026-05-29,"BONO2030",1.74427017579363e+66,4.77259555977902e+66,1.7417556868895e+66,4.76533651888253e+66,8268
2026-05-30,"BONO2030",4.76533651888253e+66,1.32040105795911e+67,4.75708779624399e+66,1.31949697872022e+67,20083
2026-05-31,"BONO2030",1.31949697872022e+67,3.53566383261696e+67,1.31920467507194e+67,3.53319876081728e+67,10763
2026-06-01,"BONO2030",3.53319876081728e+67,9.59174793276649e+67,3.51875083683724e+67,9.57917517060449e+67,59568
2026-06-02,"BONO2030",9.57917517060449e+67,2.58334507511804e+68,9.5540454575783e+67,2.58033784769134e+68,23917
2026-06-03,"BONO2030",2.58033784769134e+68,6.94097339832542e+68,2.57804918796434e+68,6.9325451622364e+68,4536
2026-06-04,"BONO2030",6.9325451622364e+68,1.86584217670767e+69,6.89954832332779e+68,1.86116275713439e+69,7630
2026-06-05,"BONO2030",1.86116275713439e+69,5.06274572410703e+69,1.86037333328644e+69,5.03525769676893e+69,2360
2026-06-06,"BONO2030",5.03525769676893e+69,1.35998648474477e+70,5.02936287412438e+69,1.35672941217262e+70,2583
2026-06-07,"BONO2030",1.35672941217262e+70,3.67810217513785e+70,1.35640908383862e+70,3.67733415672779e+70,4867
2026-06-08,"BONO2030",3.67733415672779e+70,9.99860653601756e+70,3.67207884577117e+70,9.99106081139174e+70,7928
2026-06-09,"BONO2030",9.99106081139174e+70,2.69018366085306e+71,9.98145053851165e+70,2.68984025313331e+71,9917
2026-06-10,"BONO2030",2.68984025313331e+71,7.41446238095026e+71,2.68310272897602e+71,7.38669440939591e+71,37906
2026-06-11,"BONO2030",7.38669440939591e+71,1.9886859385929e+72,7.35114621364268e+71,1.98029037499969e+72,6134
2026-06-12,"BONO2030",1.98029037499969e+72,5.46536085162932e+72,1.9727371947217e+72,5.4553227791712e+72,5082
2026-06-13,"BONO2030",5.4553227791712e+72,1.49846324627732e+73,5.45292750223867e+72,1.49622688401376e+73,10307
2026-06-14,"BONO2030",1.49622688401376e+73,4.13365079328419e+73,1.49180273604394e+73,4.12340296257285e+73,21564
2026-06-15,"BONO2030",4.12340296257285e+73,1.12492241508324e+74,4.12151332106078e+73,1.11781749071309e+74,5284
2026-06-16,"BONO2030",1.11781749071309e+74,3.04347371718434e+74,1.11517594218455e+74,3.04336151001024e+74,5186
2026-06-17,"BONO2030",3.04336151001024e+74,8.21463465269322e+74,3.03314268084926e+74,8.19445435846736e+74,2270
2026-06-18,"BONO2030",8.19445435846736e+74,2.24285213703115e+75,8.1852480512689e+74,2.23638955932375e+75,4225
2026-06-19,"BONO2030",2.23638955932375e+75,6.03540015319061e+75,2.22957777392586e+75,6.03059751211113e+75,9475
2026-06-20,"BONO2030",6.03059751211113e+75,1.6521540974667e+76,6.02422931282868e+75,1.64701219145563e+76,22036
2026-06-21,"BONO2030",1.64701219145563e+76,4.43827358891324e+76,1.64028561021796e+76,4.42918713409638e+76,29183
2026-06-22,"BONO2030",4.42918713409638e+76,1.19907117168346e+77,4.40382993476308e+76,1.19318493138383e+77,6974
2026-06-23,"BONO2030",1.19318493138383e+77,3.20948945458621e+77,1.19174333006557e+77,3.20402393196324e+77,1452
2026-06-24,"BONO2030",3.20402393196324e+77,8.83113114796812e+77,3.19168843341941e+77,8.78920563159406e+77,8779
2026-06-25,"BONO2030",8.78920563159406e+77,2.45359977326184e+78,8.76520869807043e+77,2.44628438097723e+78,17272
2026-06-26,"BONO2030",2.44628438097723e+78,6.6547603442392e+78,2.44354352919682e+78,6.62993662311188e+78,8241
2026-06-27,"BONO2030",6.62993662311188e+78,1.81818686703668e+79,6.62527917835694e+78,1.8134465066561e+79,4679
2026-06-28,"BONO2030",1.8134465066561e+79,4.92436564840807e+79,1.8114475107173e+79,4.91570990683899e+79,14843
2026-06-29,"BONO2030",4.91570990683899e+79,1.3419385021213e+80,4.91148413721027e+79,1.338863345769e+80,7733
2026-06-30,"BONO2030",1.338863345769e+80,3.64370885073518e+80,1.33622492604408e+80,3.64052533931882e+80,11611
2026-01-01,"DOLAR",1.08,2.9133,1.0732,2.907,6599
2026-01-02,"DOLAR",2.907,8.0131,2.8982,7.9817,3167
2026-01-03,"DOLAR",7.9817,21.8168,7.9521,21.7416,4339
2026-01-04,"DOLAR",21.7416,58.8251,21.6802,58.8041,24563
2026-01-05,"DOLAR",58.8041,156.4943,58.6023,156.4757,7307
2026-01-06,"DOLAR",156.4757,427.4444,156.4498,427.0542,16978
2026-01-07,"DOLAR",427.0542,1166.9475,426.5722,1166.1542,16964
2026-01-08,"DOLAR",1166.1542,3144.5877,1165.5909,3138.8814,33790
2026-01-09,"DOLAR",3138.8814,8516.9614,3132.7154,8508.6381,6235
2026-01-10,"DOLAR",8508.6381,23036.3986,8499.1984,22883.8411,17527
2026-01-11,"DOLAR",22883.8411,61328.1057,22842.1712,61293.9164,6734
2026-01-12,"DOLAR",61293.9164,168468.7412,61284.5136,168137.8686,2446
2026-01-13,"DOLAR",168137.8686,467241.4498,167666.0124,464742.5191,7040
2026-01-14,"DOLAR",464742.5191,1256610.3646,464395.6131,1250911.1824,8857
2026-01-15,"DOLAR",1250911.1824,3395077.4681,1250008.56,3394444.7391,19941
2026-01-16,"DOLAR",3394444.7391,9345928.5548,3388070.0003,9342536.2332,5429
2026-01-17,"DOLAR",9342536.2332,25416109.4593,9325256.5892,25378744.3496,23233
2026-01-18,"DOLAR",25378744.3496,69178405.8061,25247057.6725,69165984.8156,6447
2026-01-19,"DOLAR",69165984.8156,190956053.6582,68841472.9349,190773775.7359,5829
2026-01-20,"DOLAR",190773775.7359,515611993.9904,190772839.9012,514827931.3823,4407
2026-01-21,"DOLAR",514827931.3823,1408334514.5078,513152132.1268,1402205814.5653,8088
2026-01-22,"DOLAR",1402205814.5653,3872069128.0965,1400247099.6483,3858435919.807,4543
2026-01-23,"DOLAR",3858435919.807,10507946150.5719,3848381103.6875,10489999201.2822,4133
2026-01-24,"DOLAR",10489999201.2822,28971888765.7859,10486268932.275,28740153972.8105,8376
2026-01-25,"DOLAR",28740153972.8105,78663583550.2067,28584319659.9634,78223460329.6449,5560
2026-01-26,"DOLAR",78223460329.6449,212347736507.717,78100742905.8152,211532398952.759,2686
2026-01-27,"DOLAR",211532398952.759,579609110987.026,210516915691.306,579279935783.095,24119
2026-01-28,"DOLAR",579279935783.095,1586767296995.86,577839863771.478,1586504538528.88,3155
2026-01-29,"DOLAR",1586504538528.88,4323202409474.3,1584235068727.46,4319657969718.71,12370
2026-01-30,"DOLAR",4319657969718.71,11697013848361,4318911942273.8,11673210390136.6,6084
2026-01-31,"DOLAR",11673210390136.6,31712599220864.9,11613544665905,31700780873446,19017
2026-02-01,"DOLAR",31700780873446,88396309604853.1,31572214669162.4,88193137745789.9,11038
2026-02-02,"DOLAR",88193137745789.9,239671662622476,87995511848408.8,239663195944977,5313
2026-02-03,"DOLAR",239663195944977,648160900315718,239480565995391,644515665918264,21847
2026-02-04,"DOLAR",644515665918264,1768801284710180,644168776084770,1765123324193865,5975
2026-02-05,"DOLAR",1765123324193865,4780528604211578,1764723061348410,4753860095541504,12778
2026-02-06,"DOLAR",4753860095541504,12834031191525758,4732281599347181,12809006478411322,23110
2026-02-07,"DOLAR",12809006478411322,35136021228374020,12807808476880996,34946735271621664,15821
2026-02-08,"DOLAR",34946735271621664,97006664343894208,34773061480849580,96864653418881552,17101
2026-02-09,"DOLAR",96864653418881552,263901871132314656,96656882500804592,263252920464828384,3891
2026-02-10,"DOLAR",263252920464828384,717300691256644864,263151418846841152,716308005696404480,13639
2026-02-11,"DOLAR",716308005696404480,1943871547739525120,716089793238105856,1939309792166840576,3281
2026-02-12,"DOLAR",1939309792166840576,5383613552607174656,1938935752099408640,5367375503143196672,6806
2026-02-13,"DOLAR",5367375503143196672,14753240105498695680,5351394082126065664,1.4735548015224e+19,20010
2026-02-14,"DOLAR",1.4735548015224e+19,40865047839332499456,14689613900177369088,40863710710857359360,4957
2026-02-15,"DOLAR",40863710710857359360,1.10889990234137e+20,40847910777525092352,1.10790975725848e+20,11026
2026-02-16,"DOLAR",1.10790975725848e+20,3.01355350414011e+20,1.10758410707128e+20,3.00689797170949e+20,7689
2026-02-17,"DOLAR",3.00689797170949e+20,8.09298350891579e+20,2.99828092420008e+20,8.0447884758595e+20,2830
2026-02-18,"DOLAR",8.0447884758595e+20,2.17029491486591e+21,7.98344410389005e+20,2.16805852502017e+21,4201
2026-02-19,"DOLAR",2.16805852502017e+21,5.92841149808364e+21,2.16172484581609e+21,5.92017448227864e+21,16053
2026-02-20,"DOLAR",5.92017448227864e+21,1.6278578744494e+22,5.91566388658752e+21,1.61980638098818e+22,8514
2026-02-21,"DOLAR",1.61980638098818e+22,4.40391816789683e+22,1.61734923745396e+22,4.39274772629961e+22,9472
2026-02-22,"DOLAR",4.39274772629961e+22,1.21026760813379e+23,4.37912371887458e+22,1.20583341784505e+23,10463
2026-02-23,"DOLAR",1.20583341784505e+23,3.33938701967579e+23,1.20142966117409e+23,3.33416337642955e+23,6280
2026-02-24,"DOLAR",3.33416337642955e+23,9.09399720467207e+23,3.32611278081925e+23,9.08577034665338e+23,7606
2026-02-25,"DOLAR",9.08577034665338e+23,2.50121670607163e+24,9.0829753793178e+23,2.49884146147943e+24,5096
2026-02-26,"DOLAR",2.49884146147943e+24,6.79794978123209e+24,2.49761152143462e+24,6.76541692076541e+24,8480
2026-02-27,"DOLAR",6.76541692076541e+24,1.80384272287439e+25,6.75233016811085e+24,1.80026041331147e+25,13723
2026-02-28,"DOLAR",1.80026041331147e+25,4.87558578324683e+25,1.80014675622301e+25,4.86808352103043e+25,6607
2026-03-01,"DOLAR",4.86808352103043e+25,1.30632383380513e+26,4.84629390627335e+25,1.30522834228538e+26,2925
2026-03-02,"DOLAR",1.30522834228538e+26,3.54604111665283e+26,1.29951089403956e+26,3.54042321508751e+26,20670
2026-03-03,"DOLAR",3.54042321508751e+26,9.72984678077018e+26,3.53872724840782e+26,9.7108408647913e+26,1207
2026-03-04,"DOLAR",9.7108408647913e+26,2.62881366699685e+27,9.674918855995e+26,2.62587820738838e+27,6624
2026-03-05,"DOLAR",2.62587820738838e+27,7.20456627065127e+27,2.61623289990498e+27,7.19009026867617e+27,10097
2026-03-06,"DOLAR",7.19009026867617e+27,1.93538014681425e+28,7.18651381212773e+27,1.93202981683565e+28,7996
2026-03-07,"DOLAR",1.93202981683565e+28,5.25694578814059e+28,1.93061209934071e+28,5.24305463108998e+28,1711
2026-03-08,"DOLAR",5.24305463108998e+28,1.42810373794411e+29,5.22568492921341e+28,1.428008285841e+29,16836
2026-03-09,"DOLAR",1.428008285841e+29,3.88103134224722e+29,1.42121754146668e+29,3.87240683116858e+29,5753
2026-03-10,"DOLAR",3.87240683116858e+29,1.05743754812093e+30,3.86219249905047e+29,1.05313416526752e+30,1478
2026-03-11,"DOLAR",1.05313416526752e+30,2.86043978417973e+30,1.04982173796167e+30,2.85408856539917e+30,56352
2026-03-12,"DOLAR",2.85408856539917e+30,7.85535581864062e+30,2.84916591245325e+30,7.82436835820497e+30,23891
2026-03-13,"DOLAR",7.82436835820497e+30,2.12756013292638e+31,7.81519463262603e+30,2.12445669229271e+31,7881
2026-03-14,"DOLAR",2.12445669229271e+31,5.67442189912436e+31,2.12174863137759e+31,5.67284093894301e+31,4176
2026-03-15,"DOLAR",5.67284093894301e+31,1.53895317558686e+32,5.65944826829647e+31,1.53724314467201e+32,4666
2026-03-16,"DOLAR",1.53724314467201e+32,4.24597918169774e+32,1.53569304324103e+32,4.24157314938641e+32,4651
2026-03-17,"DOLAR",4.24157314938641e+32,1.14927873738983e+33,4.212948989151e+32,1.14616523767911e+33,4214
2026-03-18,"DOLAR",1.14616523767911e+33,3.21875807201065e+33,1.14571094424936e+33,3.21186379098428e+33,36325
2026-03-19,"DOLAR",3.21186379098428e+33,8.73367978883629e+33,3.21014486905252e+33,8.68474741975579e+33,17771
2026-03-20,"DOLAR",8.68474741975579e+33,2.33643059455345e+34,8.67389253656497e+33,2.33343928558346e+34,10798
2026-03-21,"DOLAR",2.33343928558346e+34,6.40339242075178e+34,2.32478038847765e+34,6.39279616708e+34,3070
2026-03-22,"DOLAR",6.39279616708e+34,1.77982058350565e+35,6.38914037850116e+34,1.77507232571755e+35,5674
2026-03-23,"DOLAR",1.77507232571755e+35,4.84571794472559e+35,1.767580051693e+35,4.82450454566308e+35,5775
2026-03-24,"DOLAR",4.82450454566308e+35,1.31170860194349e+36,4.82198249084934e+35,1.30733469830573e+36,20889
2026-03-25,"DOLAR",1.30733469830573e+36,3.50887364607309e+36,1.30568548227325e+36,3.50458390578172e+36,3342
2026-03-26,"DOLAR",3.50458390578172e+36,9.61616611241908e+36,3.49648356933385e+36,9.61274383323044e+36,2003
2026-03-27,"DOLAR",9.61274383323044e+36,2.60491773663467e+37,9.58693938418596e+36,2.60431706742067e+37,3967
2026-03-28,"DOLAR",2.60431706742067e+37,7.04954201064571e+37,2.585275011655e+37,7.02189479040454e+37,28981
2026-03-29,"DOLAR",7.02189479040454e+37,1.90180804839383e+38,7.02142618438006e+37,1.90050978468065e+38,5607
2026-03-30,"DOLAR",1.90050978468065e+38,5.22121816989659e+38,1.89342382222234e+38,5.21251886071116e+38,8829
2026-03-31,"DOLAR",5.21251886071116e+38,1.41009269254818e+39,5.20532526402784e+38,1.40728438195251e+39,8832
2026-04-01,"DOLAR",1.40728438195251e+39,3.80288525908224e+39,1.39929273293128e+39,3.7904384034177e+39,18078
2026-04-02,"DOLAR",3.7904384034177e+39,1.02597549136164e+40,3.78284221222462e+39,1.0243012428224e+40,31806
2026-04-03,"DOLAR",1.0243012428224e+40,2.82265890912146e+40,1.02430112677079e+40,2.81630643404232e+40,44247
2026-04-04,"DOLAR",2.81630643404232e+40,7.65665127597877e+40,2.81248349697048e+40,7.65153719536772e+40,4447
2026-04-05,"DOLAR",7.65153719536772e+40,2.08936691512018e+41,7.64321914493635e+40,2.08715983641482e+41,9202
2026-04-06,"DOLAR",2.08715983641482e+41,5.67733629315208e+41,2.08244751065838e+41,5.67339804873301e+41,21260
2026-04-07,"DOLAR",5.67339804873301e+41,1.52861236924459e+42,5.67081321111588e+41,1.52700603353856e+42,9135
2026-04-08,"DOLAR",1.52700603353856e+42,4.10443871590325e+42,1.52639619629651e+42,4.10425798973022e+42,36796
2026-04-09,"DOLAR",4.10425798973022e+42,1.13215593474314e+43,4.09199073180124e+42,1.12700517930699e+43,12897
2026-04-10,"DOLAR",1.12700517930699e+43,3.0830413481142e+43,1.12515985281276e+43,3.06770391708159e+43,5529
2026-04-11,"DOLAR",3.06770391708159e+43,8.33761182982415e+43,3.05231243421174e+43,8.33582350488937e+43,7431
2026-04-12,"DOLAR",8.33582350488937e+43,2.2743056886305e+44,8.30890595421101e+43,2.273767719181e+44,21231
2026-04-13,"DOLAR",2.273767719181e+44,6.2133009674603e+44,2.27216204559471e+44,6.2059877540126e+44,12890
2026-04-14,"DOLAR",6.2059877540126e+44,1.7185189994344e+45,6.2048668322017e+44,1.71475969013242e+45,2917
2026-04-15,"DOLAR",1.71475969013242e+45,4.59220458143129e+45,1.70435649366673e+45,4.57990434883846e+45,14925
2026-04-16,"DOLAR",4.57990434883846e+45,1.26192123850678e+46,4.55815975587044e+45,1.25365023114691e+46,27450
2026-04-17,"DOLAR",1.25365023114691e+46,3.40187857610974e+46,1.25113118560996e+46,3.40052569418841e+46,55855
2026-04-18,"DOLAR",3.40052569418841e+46,9.22023707284056e+46,3.37950327697779e+46,9.18428668091363e+46,19697
2026-04-19,"DOLAR",9.18428668091363e+46,2.49717882873048e+47,9.14326293162513e+46,2.49034739734849e+47,11950
2026-04-20,"DOLAR",2.49034739734849e+47,6.78820193780637e+47,2.48599334520464e+47,6.78331617446689e+47,7635
2026-04-21,"DOLAR",6.78331617446689e+47,1.87019230348059e+48,6.74130028842578e+47,1.86717231090165e+48,7373
2026-04-22,"DOLAR",1.86717231090165e+48,5.08414295462703e+48,1.86180008005844e+48,5.05241254667708e+48,7704
2026-04-23,"DOLAR",5.05241254667708e+48,1.37737860760141e+49,5.04557699926527e+48,1.3755650028607e+49,8525
2026-04-24,"DOLAR",1.3755650028607e+49,3.72710576379378e+49,1.37544276789488e+49,3.72012524285341e+49,6955
2026-04-25,"DOLAR",3.72012524285341e+49,1.01771166581906e+50,3.69953180546948e+49,1.01185030188376e+50,5440
2026-04-26,"DOLAR",1.01185030188376e+50,2.744977275061e+50,1.00843000420165e+50,2.74094950291728e+50,12289
2026-04-27,"DOLAR",2.74094950291728e+50,7.41479294695137e+50,2.73770481557568e+50,7.40426715466487e+50,14426
2026-04-28,"DOLAR",7.40426715466487e+50,2.0195311855318e+51,7.40414776444345e+50,2.01438744904248e+51,4144
2026-04-29,"DOLAR",2.01438744904248e+51,5.47340836667286e+51,2.00951957271668e+51,5.47258243275179e+51,5096
2026-04-30,"DOLAR",5.47258243275179e+51,1.48513481250055e+52,5.45263280158637e+51,1.48128838400663e+52,4384
2026-05-01,"DOLAR",1.48128838400663e+52,4.12060536715813e+52,1.4766013882632e+52,4.09857410437509e+52,6499
2026-05-02,"DOLAR",4.09857410437509e+52,1.09517947655961e+53,4.08966829190262e+52,1.09468519903336e+53,13121
2026-05-03,"DOLAR",1.09468519903336e+53,2.98024324147031e+53,1.09407346526843e+53,2.95506164192891e+53,7105
2026-05-04,"DOLAR",2.95506164192891e+53,8.12854296484628e+53,2.9485709755746e+53,8.12027672723077e+53,13246
2026-05-05,"DOLAR",8.12027672723077e+53,2.21901760152714e+54,8.09199549243175e+53,2.20684367461135e+54,1289
2026-05-06,"DOLAR",2.20684367461135e+54,5.91794315903058e+54,2.19463742885695e+54,5.91216642065372e+54,9617
2026-05-07,"DOLAR",5.91216642065372e+54,1.61077908503866e+55,5.88464590768731e+54,1.60891123470991e+55,7194
2026-05-08,"DOLAR",1.60891123470991e+55,4.36720061889324e+55,1.60216603856685e+55,4.34523870813442e+55,6648
2026-05-09,"DOLAR",4.34523870813442e+55,1.17937121764766e+56,4.34340558081367e+55,1.1790435043678e+56,6941
2026-05-10,"DOLAR",1.1790435043678e+56,3.20969679716222e+56,1.17446140476704e+56,3.20844298318265e+56,13377
2026-05-11,"DOLAR",3.20844298318265e+56,8.58190243071381e+56,3.20538829288326e+56,8.57948735465807e+56,21521
2026-05-12,"DOLAR",8.57948735465807e+56,2.36641535217255e+57,8.53683124894976e+56,2.35866071181397e+57,1480
2026-05-13,"DOLAR",2.35866071181397e+57,6.39465602612666e+57,2.35529131939102e+57,6.37225923714745e+57,9651
2026-05-14,"DOLAR",6.37225923714745e+57,1.78437680184952e+58,6.36396885925111e+57,1.77664839734339e+58,4216
2026-05-15,"DOLAR",1.77664839734339e+58,4.86491917086392e+58,1.76888727048288e+58,4.83194691970049e+58,6111
2026-05-16,"DOLAR",4.83194691970049e+58,1.31762606037732e+59,4.82454963734931e+58,1.31372653221457e+59,16394
2026-05-17,"DOLAR",1.31372653221457e+59,3.55140626702136e+59,1.31215802241456e+59,3.54242242398905e+59,7806
2026-05-18,"DOLAR",3.54242242398905e+59,9.67001010633817e+59,3.52887563678729e+59,9.6502236690226e+59,6058
2026-05-19,"DOLAR",9.6502236690226e+59,2.60120350682215e+60,9.6284941167141e+59,2.59062674572056e+60,4817
2026-05-20,"DOLAR",2.59062674572056e+60,7.03709159748815e+60,2.58360218012725e+60,6.98928803284163e+60,8084
2026-05-21,"DOLAR",6.98928803284163e+60,1.89794163655069e+61,6.97708519881628e+60,1.88981574961394e+61,6283
2026-05-22,"DOLAR",1.88981574961394e+61,5.19030368274282e+61,1.88314589264715e+61,5.18380098458755e+61,25435
2026-05-23,"DOLAR",5.18380098458755e+61,1.41809165102388e+62,5.16673900970277e+61,1.41732241796472e+62,35926
2026-05-24,"DOLAR",1.41732241796472e+62,3.93377623135727e+62,1.41418071028925e+62,3.92187065400135e+62,9380
2026-05-25,"DOLAR",3.92187065400135e+62,1.09484896462158e+63,3.90664994661051e+62,1.08701142938473e+63,15279
2026-05-26,"DOLAR",1.08701142938473e+63,2.99445499821025e+63,1.08298824643339e+63,2.9843597907322e+63,4005
