"trade_id","date","symbol","side","qty","price","commission","client_id","desk"
"T0000294",2026-05-28,"GOOG","BUY",919.7125,53.8659,0.08,"C0037","FI"
"T0000295",2026-05-03,"META","SELL",350.1511,76.3222,0.1948,"C0061","FX"
"T0000296",2026-04-02,"ORO","BUY",944.3327,103.6047,0.209,"C0005","EQ"
"T0000297",2026-02-02,"MSFT","BUY",968.279,94.0583,0.1075,"C0033","EQ"
"T0000298",2026-04-03,"AMZN","BUY",842.0783,155.6689,0.1757,"C0048","WEALTH"
"T0000299",2026-02-05,"AMZN","SELL",666.3198,12.0255,0.0823,"C0050","FX"
"T0000300",2026-02-14,"GOOG","SELL",231.7948,71.9467,0.1378,"C0037","EQ"
"T0000301",2026-04-06,"AMZN","SELL",958.2971,61.7942,0.2144,"C0059","FI"
"T0000302",2026-04-12,"AAPL","BUY",551.7257,29.5726,0.1575,"C0066","FI"
"T0000303",2026-05-30,"MSFT","BUY",483.1594,29.8943,0.148,"C0046","FX"
"T0000304",2026-06-21,"ORO","SELL",929.9893,83.0478,0.3038,"C0077","FI"
"T0000305",2026-05-15,"AAPL","BUY",233.131,41.0857,0.0867,"C0007","FI"
"T0000306",2026-04-18,"TSLA","SELL",742.7176,44.3355,0.2166,"C0006","FI"
"T0000307",2026-01-05,"AAPL","BUY",25.6267,81.9219,0.1559,"C0032","EQ"
"T0000308",2026-06-08,"MSFT","SELL",245.483,136.2599,0.0874,"C0010","EQ"
"T0000309",2026-06-09,"BONO2027","BUY",870.2302,285.2751,0.1303,"C0035","DERIV"
"T0000310",2026-06-16,"TSLA","SELL",381.7964,101.0781,0.1085,"C0073","WEALTH"
"T0000311",2026-05-21,"ORO","BUY",188.0604,270.859,0.2023,"C0063","FI"
"T0000312",2026-05-02,"TSLA","SELL",156.8395,151.0026,0.1739,"C0052","EQ"
"T0000313",2026-01-30,"GOOG","BUY",808.4128,71.2943,0.0453,"C0049","WEALTH"
"T0000314",2026-02-23,"SP500","SELL",811.1808,66.904,0.3654,"C0068","EQ"
"T0000315",2026-01-02,"BONO2027","BUY",548.1686,255.8858,0.0378,"C0075","FI"
"T0000316",2026-01-28,"TSLA","BUY",294.2904,24.2801,0.2053,"C0062","DERIV"
"T0000317",2026-05-11,"MSFT","SELL",682.0101,57.4868,0.0867,"C0056","FX"
"T0000318",2026-06-10,"TSLA","BUY",843.7615,63.6818,0.2581,"C0077","WEALTH"
"T0000319",2026-04-21,"GOOG","BUY",897.4606,8.3979,0.1724,"C0049","DERIV"
"T0000320",2026-01-09,"NVDA","SELL",916.0612,41.2061,0.3121,"C0043","FX"
"T0000321",2026-02-23,"MSFT","BUY",314.4122,72.0437,0.1221,"C0028","EQ"
"T0000322",2026-05-18,"TSLA","SELL",827.4614,5.6794,0.0316,"C0075","FI"
"T0000323",2026-04-25,"AAPL","SELL",322.8857,73.2808,0.1183,"C0038","FI"
"T0000324",2026-03-23,"MSFT","BUY",344.4606,43.4501,0.1448,"C0030","DERIV"
"T0000325",2026-06-02,"MSFT","BUY",408.9545,77.8035,0.2822,"C0024","FX"
"T0000326",2026-04-18,"GOOG","SELL",140.4837,96.9443,0.0673,"C0037","EQ"
"T0000327",2026-03-14,"NVDA","BUY",855.6527,170.5649,0.1158,"C0028","FI"
"T0000328",2026-05-27,"DOLAR","BUY",217.3393,14.1779,0.1035,"C0067","WEALTH"
"T0000329",2026-03-20,"GOOG","BUY",318.1524,56.4516,0.3353,"C0021","DERIV"
"T0000330",2026-02-15,"MSFT","SELL",541.8566,32.9057,0.0513,"C0079","EQ"
"T0000331",2026-05-11,"BONO2030","SELL",430.909,55.9288,0.2566,"C0006","DERIV"
"T0000332",2026-05-30,"GOOG","BUY",365.5382,49.239,0.2721,"C0034","FI"
"T0000333",2026-03-02,"SP500","SELL",787.2912,21.3122,0.1269,"C0004","FI"
"T0000334",2026-01-20,"META","BUY",869.7167,12.8654,0.227,"C0005","EQ"
"T0000335",2026-06-19,"NVDA","BUY",782.1532,297.749,0.1847,"C0028","WEALTH"
"T0000336",2026-04-08,"MSFT","BUY",506.4259,18.9248,0.0885,"C0013","FX"
"T0000337",2026-01-17,"NVDA","SELL",787.4299,68.0347,0.0896,"C0074","EQ"
"T0000338",2026-03-23,"GOOG","BUY",16.5013,22.4864,0.0404,"C0079","EQ"
"T0000339",2026-06-23,"LETRA","BUY",520.0413,182.3982,0.351,"C0032","FI"
"T0000340",2026-01-17,"NVDA","BUY",811.2962,13.2787,0.2959,"C0039","FX"
"T0000341",2026-04-04,"LETRA","BUY",777.3757,26.8194,0.2913,"C0038","FX"
"T0000342",2026-03-15,"BONO2027","BUY",970.748,20.589,0.1346,"C0074","EQ"
"T0000343",2026-06-14,"GOOG","SELL",612.9457,56.8391,0.0959,"C0036","FI"
"T0000344",2026-06-22,"META","SELL",307.7483,36.8682,0.0504,"C0035","EQ"
"T0000345",2026-06-27,"TSLA","SELL",264.1638,367.9871,0.0963,"C0006","DERIV"
"T0000346",2026-06-28,"SP500","SELL",643.3874,54.4068,0.0788,"C0075","EQ"
"T0000347",2026-03-15,"EURO","BUY",964.4501,158.4362,0.0599,"C0019","EQ"
"T0000348",2026-02-17,"MSFT","SELL",401.3285,105.2825,0.1635,"C0043","WEALTH"
"T0000349",2026-06-11,"MSFT","BUY",32.1991,94.4947,0.1024,"C0023","EQ"
"T0000350",2026-03-09,"AMZN","BUY",127.1074,82.4923,0.1776,"C0053","WEALTH"
"T0000351",2026-03-31,"MSFT","BUY",801.291,67.9683,0.0854,"C0004","EQ"
"T0000352",2026-03-02,"NVDA","SELL",309.6395,30.856,0.468,"C0061","WEALTH"
"T0000353",2026-06-10,"MSFT","BUY",634.0658,41.4947,0.6412,"C0028","EQ"
"T0000354",2026-04-20,"AAPL","SELL",438.9085,79.4544,0.3343,"C0057","FI"
"T0000355",2026-04-26,"BONO2027","BUY",509.5771,7.5333,0.128,"C0051","EQ"
"T0000356",2026-04-18,"AAPL","SELL",349.4351,12.3746,0.2004,"C0076","WEALTH"
"T0000357",2026-05-27,"AAPL","SELL",271.1969,39.0012,0.0585,"C0038","DERIV"
"T0000358",2026-03-11,"TSLA","BUY",617.5735,12.2702,0.061,"C0064","DERIV"
"T0000359",2026-03-30,"BONO2027","BUY",397.8315,59.7879,0.104,"C0053","FI"
"T0000360",2026-01-30,"META","BUY",85.7423,79.5205,0.3748,"C0002","WEALTH"
"T0000361",2026-04-16,"AAPL","SELL",964.5506,110.7943,0.1189,"C0011","EQ"
"T0000362",2026-04-13,"META","SELL",840.7338,133.0717,0.2365,"C0053","DERIV"
"T0000363",2026-03-30,"AMZN","BUY",461.9021,85.9255,0.1319,"C0037","DERIV"
"T0000364",2026-01-02,"MSFT","BUY",179.3805,84.5056,0.1104,"C0046","FX"
"T0000365",2026-06-15,"NVDA","SELL",350.9586,66.1466,0.1532,"C0060","EQ"
"T0000366",2026-05-17,"META","BUY",422.6882,56.1097,0.1255,"C0013","WEALTH"
"T0000367",2026-03-16,"MSFT","BUY",190.6837,28.6034,0.3252,"C0029","EQ"
"T0000368",2026-05-14,"DOLAR","SELL",679.6654,324.4417,0.0615,"C0070","WEALTH"
"T0000369",2026-01-31,"BONO2030","BUY",310.7858,28.9619,0.1451,"C0012","FI"
"T0000370",2026-05-22,"DOLAR","BUY",791.9348,212.2627,0.1339,"C0021","FX"
"T0000371",2026-02-16,"AAPL","SELL",466.9456,115.7161,0.1253,"C0029","FI"
"T0000372",2026-06-18,"TSLA","BUY",62.4086,278.171,0.0925,"C0022","FI"
"T0000373",2026-05-18,"BONO2030","SELL",88.1887,98.0327,0.209,"C0033","FX"
"T0000374",2026-02-18,"NVDA","BUY",178.1492,39.0219,0.056,"C0054","DERIV"
"T0000375",2026-01-22,"EURO","BUY",873.5445,42.615,0.2137,"C0036","FI"
"T0000376",2026-01-01,"TSLA","BUY",415.5487,18.3836,0.0365,"C0004","DERIV"
"T0000377",2026-05-01,"SP500","SELL",539.4262,125.2324,0.3451,"C0005","EQ"
"T0000378",2026-05-12,"META","SELL",94.3413,56.6547,0.2071,"C0022","FI"
"T0000379",2026-03-08,"META","BUY",928.6139,52.1321,0.1402,"C0037","EQ"
"T0000380",2026-02-22,"LETRA","SELL",582.2529,58.055,0.0317,"C0039","EQ"
"T0000381",2026-06-15,"MSFT","BUY",839.1804,32.8873,0.1291,"C0027","FI"
"T0000382",2026-05-05,"AMZN","BUY",409.2072,38.9107,0.0873,"C0056","WEALTH"
"T0000383",2026-02-28,"META","BUY",921.4544,101.6314,0.2739,"C0013","EQ"
"T0000384",2026-03-10,"NVDA","BUY",979.3015,155.8238,0.051,"C0073","EQ"
"T0000385",2026-06-19,"EURO","BUY",91.7006,57.205,0.0516,"C0024","WEALTH"
"T0000386",2026-05-28,"AMZN","BUY",60.5426,66.4413,0.1188,"C0001","FI"
"T0000387",2026-06-11,"TSLA","SELL",719.1834,65.75,0.1315,"C0024","FI"
"T0000388",2026-03-28,"META","BUY",396.9369,63.4988,0.0933,"C0077","EQ"
"T0000389",2026-02-26,"MSFT","BUY",359.3841,44.9948,0.1217,"C0038","FX"
"T0000390",2026-05-28,"MSFT","SELL",103.8781,86.2896,0.1161,"C0063","DERIV"
"T0000391",2026-05-17,"MSFT","BUY",481.8341,96.0274,0.0992,"C0033","FI"
"T0000392",2026-01-27,"MSFT","BUY",193.3252,64.3232,0.0906,"C0047","EQ"
"T0000393",2026-06-23,"MSFT","SELL",275.1528,84.9177,0.1237,"C0023","EQ"
"T0000394",2026-06-23,"TSLA","SELL",931.9126,34.6363,0.2431,"C0043","FX"
"T0000395",2026-01-03,"TSLA","BUY",585.5719,63.6993,0.4157,"C0023","EQ"
"T0000396",2026-04-05,"BONO2030","SELL",75.6294,89.7545,0.2505,"C0065","DERIV"
"T0000397",2026-05-26,"MSFT","BUY",537.7618,50.1103,0.1397,"C0066","FI"
"T0000398",2026-05-18,"SP500","SELL",903.3792,49.439,0.0661,"C0061","DERIV"
"T0000399",2026-06-17,"MSFT","BUY",17.993,37.6368,0.2345,"C0073","WEALTH"
"T0000400",2026-03-25,"META","BUY",351.5206,86.3774,0.3268,"C0049","FI"
"T0000401",2026-02-22,"BONO2030","SELL",803.2129,66.9502,0.1217,"C0068","FX"
"T0000402",2026-04-11,"TSLA","SELL",746.5766,462.9946,0.1213,"C0072","EQ"
"T0000403",2026-06-06,"AMZN","BUY",561.7815,49.0286,0.2866,"C0049","WEALTH"
"T0000404",2026-05-17,"TSLA","BUY",134.4971,59.6957,0.1519,"C0031","WEALTH"
"T0000405",2026-06-17,"SP500","BUY",166.3941,24.337,0.5309,"C0021","WEALTH"
"T0000406",2026-03-28,"SP500","BUY",813.4136,111.0859,0.1318,"C0001","EQ"
"T0000407",2026-03-17,"NVDA","SELL",136.2199,42.7012,0.0516,"C0068","EQ"
"T0000408",2026-04-20,"ORO","BUY",864.4093,60.7357,0.2564,"C0025","FI"
"T0000409",2026-04-29,"AAPL","BUY",245.7751,116.3102,0.1689,"C0001","FI"
"T0000410",2026-04-17,"GOOG","BUY",76.4809,185.0358,0.1159,"C0054","EQ"
"T0000411",2026-02-23,"MSFT","SELL",57.5818,44.7924,0.064,"C0057","EQ"
"T0000412",2026-02-26,"AMZN","SELL",845.4638,41.047,0.23,"C0009","FI"
"T0000413",2026-01-27,"MSFT","SELL",555.2326,64.4813,0.194,"C0069","EQ"
"T0000414",2026-03-21,"AMZN","SELL",400.3357,143.6533,0.16,"C0048","WEALTH"
"T0000415",2026-04-20,"GOOG","SELL",933.5623,59.9342,0.3452,"C0047","DERIV"
"T0000416",2026-06-05,"BONO2027","BUY",923.5194,63.6661,0.0718,"C0045","DERIV"
"T0000417",2026-01-15,"BONO2027","SELL",576.8977,102.4416,0.1539,"C0060","DERIV"
"T0000418",2026-04-12,"AMZN","BUY",289.9194,98.679,0.1171,"C0079","WEALTH"
"T0000419",2026-01-23,"GOOG","BUY",701.256,130.2367,0.1852,"C0053","EQ"
"T0000420",2026-03-02,"LETRA","SELL",591.2851,11.4473,0.1773,"C0002","FI"
"T0000421",2026-03-24,"TSLA","BUY",69.9408,21.2012,0.1267,"C0054","EQ"
"T0000422",2026-01-10,"MSFT","SELL",253.3896,21.2309,0.0553,"C0034","FX"
"T0000423",2026-05-21,"AMZN","BUY",62.8158,73.8167,0.1398,"C0011","EQ"
"T0000424",2026-03-03,"ORO","BUY",671.5552,18.4408,0.3304,"C0008","WEALTH"
"T0000425",2026-04-12,"DOLAR","BUY",185.8258,45.4728,0.0418,"C0019","FX"
"T0000426",2026-01-01,"SP500","SELL",865.6319,76.6006,0.0984,"C0032","EQ"
"T0000427",2026-01-11,"SP500","BUY",764.8022,257.9399,0.1838,"C0079","EQ"
"T0000428",2026-04-19,"AAPL","SELL",763.7711,45.0235,0.0705,"C0004","FI"
"T0000429",2026-01-26,"NVDA","BUY",189.0244,53.6898,0.0734,"C0068","EQ"
"T0000430",2026-03-15,"EURO","SELL",145.5371,65.925,0.0741,"C0004","EQ"
"T0000431",2026-05-03,"META","BUY",712.0703,33.9105,0.085,"C0057","DERIV"
"T0000432",2026-03-20,"DOLAR","BUY",889.2952,4.2222,0.1686,"C0018","EQ"
"T0000433",2026-03-22,"TSLA","BUY",414.0138,182.9152,0.4509,"C0011","EQ"
"T0000434",2026-04-21,"BONO2030","SELL",317.5785,41.4766,0.1895,"C0071","DERIV"
"T0000435",2026-05-16,"ORO","BUY",649.7219,30.7674,0.0837,"C0026","EQ"
"T0000436",2026-04-10,"AMZN","SELL",597.7251,68.7397,0.0973,"C0051","EQ"
"T0000437",2026-04-01,"AMZN","BUY",150.2251,33.3155,0.0709,"C0063","WEALTH"
"T0000438",2026-01-25,"BONO2030","BUY",905.4281,113.9926,0.0882,"C0056","FI"
"T0000439",2026-01-24,"ORO","BUY",172.141,37.9671,0.0897,"C0068","DERIV"
"T0000440",2026-03-21,"AAPL","SELL",629.7133,108.2679,0.3174,"C0032","WEALTH"
"T0000441",2026-04-18,"DOLAR","SELL",459.0623,45.2936,0.1997,"C0057","EQ"
"T0000442",2026-01-16,"ORO","SELL",331.2602,24.9607,0.0485,"C0061","EQ"
"T0000443",2026-01-03,"GOOG","SELL",417.9196,98.4721,0.2231,"C0066","EQ"
"T0000444",2026-02-25,"DOLAR","BUY",669.7175,385.0152,0.2931,"C0011","EQ"
"T0000445",2026-05-29,"MSFT","SELL",37.7923,24.6803,0.1183,"C0020","WEALTH"
"T0000446",2026-01-10,"BONO2030","SELL",334.594,38.3752,0.3071,"C0041","EQ"
"T0000447",2026-03-26,"TSLA","SELL",704.691,21.4235,0.1668,"C0015","EQ"
"T0000448",2026-05-15,"AMZN","SELL",395.7555,195.1152,0.1998,"C0062","EQ"
"T0000449",2026-05-27,"AMZN","BUY",26.5806,60.4502,0.1121,"C0058","FI"
"T0000450",2026-06-06,"MSFT","BUY",967.2828,8.4852,0.3225,"C0008","WEALTH"
"T0000451",2026-02-14,"SP500","SELL",339.6461,9.4176,0.1404,"C0069","EQ"
"T0000452",2026-06-19,"GOOG","BUY",876.9545,115.7384,0.1156,"C0076","WEALTH"
"T0000453",2026-04-29,"NVDA","SELL",522.4604,69.3613,0.1798,"C0052","EQ"
"T0000454",2026-06-23,"NVDA","SELL",578.3456,11.1124,0.1272,"C0059","WEALTH"
"T0000455",2026-06-01,"TSLA","BUY",242.0983,20.8362,0.1166,"C0003","EQ"
"T0000456",2026-04-03,"NVDA","BUY",92.8489,75.0892,0.2101,"C0031","EQ"
"T0000457",2026-06-07,"TSLA","SELL",81.1032,56.5885,0.1205,"C0055","FX"
"T0000458",2026-04-17,"ORO","BUY",959.9894,12.2689,0.1055,"C0064","FI"
"T0000459",2026-06-22,"NVDA","SELL",345.6665,99.6853,0.0982,"C0046","DERIV"
"T0000460",2026-02-11,"TSLA","BUY",813.9849,38.8401,0.059,"C0025","FI"
"T0000461",2026-04-08,"BONO2030","SELL",456.5814,147.7226,0.3565,"C0062","WEALTH"
"T0000462",2026-06-16,"DOLAR","BUY",93.4597,78.279,0.0919,"C0058","EQ"
"T0000463",2026-02-21,"AAPL","BUY",178.545,140.646,0.1082,"C0025","EQ"
"T0000464",2026-02-22,"GOOG","BUY",820.5248,11.3455,0.1432,"C0020","FI"
"T0000465",2026-06-20,"NVDA","SELL",88.2647,99.2151,0.0921,"C0008","EQ"
"T0000466",2026-06-20,"SP500","BUY",770.4648,126.6034,0.0405,"C0045","EQ"
"T0000467",2026-01-26,"DOLAR","BUY",117.0047,83.0412,0.1779,"C0055","EQ"
"T0000468",2026-04-07,"ORO","BUY",747.8672,22.3658,0.1861,"C0078","EQ"
"T0000469",2026-04-27,"TSLA","BUY",299.2818,52.5512,0.1173,"C0025","DERIV"
"T0000470",2026-05-14,"GOOG","BUY",717.7596,11.7797,0.098,"C0030","FI"
"T0000471",2026-02-27,"META","BUY",326.0833,34.5572,0.0839,"C0051","EQ"
"T0000472",2026-01-23,"META","SELL",724.7002,30.0074,0.4391,"C0005","WEALTH"
"T0000473",2026-06-19,"SP500","BUY",922.1991,71.9624,0.1137,"C0020","EQ"
"T0000474",2026-06-18,"NVDA","BUY",689.55,308.327,0.1331,"C0043","FI"
"T0000475",2026-06-22,"META","SELL",100.1779,71.4728,0.1449,"C0024","DERIV"
"T0000476",2026-03-26,"TSLA","SELL",836.7652,39.0838,0.1184,"C0036","FI"
"T0000477",2026-02-02,"BONO2030","BUY",648.8052,114.3144,0.5702,"C0042","EQ"
"T0000478",2026-05-19,"SP500","BUY",275.6746,100.8277,0.135,"C0025","WEALTH"
"T0000479",2026-04-14,"LETRA","BUY",338.8297,66.6196,0.0707,"C0071","FX"
"T0000480",2026-06-22,"AMZN","SELL",582.3333,32.2728,0.1641,"C0017","EQ"
"T0000481",2026-05-22,"NVDA","SELL",537.4562,87.0515,0.2623,"C0051","FI"
"T0000482",2026-05-10,"BONO2027","SELL",563.6812,94.8737,0.0738,"C0050","WEALTH"
"T0000483",2026-02-14,"NVDA","BUY",254.2247,68.9576,0.3704,"C0025","EQ"
"T0000484",2026-05-06,"MSFT","BUY",542.9947,254.2859,0.1603,"C0035","FI"
"T0000485",2026-02-04,"NVDA","SELL",789.1738,345.4693,0.1219,"C0075","EQ"
"T0000486",2026-06-05,"EURO","BUY",185.0394,24.7455,0.2287,"C0036","DERIV"
"T0000487",2026-02-14,"AMZN","BUY",45.232,75.2745,0.0586,"C0003","EQ"
"T0000488",2026-05-24,"GOOG","SELL",605.0895,20.3705,0.3308,"C0018","EQ"
"T0000489",2026-06-22,"ORO","BUY",561.5973,35.3129,0.0953,"C0048","FX"
"T0000490",2026-05-16,"META","SELL",418.4,38.5661,0.0799,"C0053","EQ"
"T0000491",2026-04-12,"BONO2030","BUY",510.891,48.7802,0.099,"C0004","DERIV"
"T0000492",2026-04-12,"NVDA","SELL",735.7706,222.8531,0.1385,"C0040","EQ"
"T0000493",2026-05-02,"BONO2030","BUY",854.6302,28.1033,0.077,"C0021","WEALTH"
"T0000494",2026-04-05,"BONO2030","SELL",550.2534,82.3964,0.0303,"C0032","WEALTH"
"T0000495",2026-06-14,"SP500","SELL",411.7857,102.4838,0.1483,"C0041","WEALTH"
"T0000496",2026-01-10,"MSFT","BUY",236.0638,66.2617,0.2275,"C0044","EQ"
"T0000497",2026-05-03,"SP500","BUY",690.5729,85.4502,0.1198,"C0017","FI"
"T0000498",2026-03-16,"BONO2027","SELL",727.9354,32.4489,0.1727,"C0030","EQ"
"T0000499",2026-05-31,"MSFT","BUY",655.6316,37.8369,0.2146,"C0072","EQ"
"T0000500",2026-06-10,"META","BUY",686.9548,31.6776,0.0762,"C0062","EQ"
"T0000501",2026-01-15,"NVDA","BUY",259.5854,9.4503,0.3779,"C0043","EQ"
"T0000502",2026-03-09,"BONO2030","BUY",306.7886,90.0882,0.0833,"C0055","EQ"
"T0000503",2026-03-01,"GOOG","BUY",467.1559,39.159,0.1401,"C0034","DERIV"
"T0000504",2026-04-13,"BONO2027","SELL",363.586,47.4159,0.4046,"C0024","EQ"
"T0000505",2026-05-18,"AMZN","BUY",447.4042,92.9635,0.1564,"C0044","FI"
"T0000506",2026-04-09,"NVDA","BUY",983.3186,56.821,0.1336,"C0036","EQ"
"T0000507",2026-06-22,"BONO2027","BUY",868.6901,49.9409,0.0688,"C0064","DERIV"
"T0000508",2026-03-25,"NVDA","SELL",551.2723,35.7546,0.0679,"C0024","EQ"
"T0000509",2026-04-30,"LETRA","SELL",594.9383,198.8776,0.0979,"C0004","FX"
"T0000510",2026-06-25,"AMZN","SELL",312.1509,61.0448,0.1048,"C0055","DERIV"
"T0000511",2026-01-08,"TSLA","BUY",614.7079,60.0794,0.3685,"C0002","WEALTH"
"T0000512",2026-04-06,"AAPL","BUY",281.6027,119.5689,0.0969,"C0068","FI"
"T0000513",2026-05-11,"NVDA","BUY",990.4603,73.9587,0.0684,"C0025","EQ"
"T0000514",2026-04-15,"AMZN","BUY",727.0481,26.9998,0.208,"C0056","WEALTH"
"T0000515",2026-06-25,"BONO2027","BUY",661.7427,39.4423,0.1496,"C0021","DERIV"
"T0000516",2026-03-16,"MSFT","SELL",648.973,29.3209,0.1455,"C0008","EQ"
"T0000517",2026-05-21,"NVDA","SELL",641.8622,14.1994,0.3333,"C0013","EQ"
"T0000518",2026-04-13,"META","BUY",723.3573,47.7708,0.2511,"C0021","EQ"
"T0000519",2026-01-18,"TSLA","BUY",702.8246,87.8085,0.275,"C0035","WEALTH"
"T0000520",2026-04-13,"NVDA","BUY",375.6556,36.0704,0.1174,"C0032","EQ"
"T0000521",2026-03-26,"DOLAR","BUY",939.2547,77.708,0.123,"C0034","FX"
"T0000522",2026-05-13,"NVDA","BUY",280.5485,99.9311,0.1292,"C0079","EQ"
"T0000523",2026-01-31,"LETRA","BUY",832.0148,49.8806,0.0828,"C0012","EQ"
"T0000524",2026-02-25,"TSLA","BUY",58.6871,37.3488,0.0666,"C0039","WEALTH"
"T0000525",2026-01-20,"LETRA","SELL",632.8503,31.1341,0.1721,"C0032","EQ"
"T0000526",2026-04-13,"AAPL","BUY",743.0711,43.6631,0.1219,"C0018","DERIV"
"T0000527",2026-01-08,"AMZN","SELL",271.3447,190.8271,0.1361,"C0008","EQ"
"T0000528",2026-01-19,"DOLAR","SELL",976.8769,58.7255,0.2764,"C0015","DERIV"
"T0000529",2026-04-24,"DOLAR","BUY",639.8341,37.7222,0.0899,"C0056","DERIV"
"T0000530",2026-01-10,"BONO2030","BUY",37.3063,38.0785,0.4415,"C0027","EQ"
"T0000531",2026-03-02,"DOLAR","BUY",556.7097,57.8861,0.1043,"C0055","WEALTH"
"T0000532",2026-01-12,"GOOG","BUY",738.5851,60.6477,0.2172,"C0033","EQ"
"T0000533",2026-06-12,"AAPL","BUY",34.1241,160.2138,0.0688,"C0076","DERIV"
"T0000534",2026-06-29,"DOLAR","SELL",85.1404,38.9123,0.1601,"C0074","DERIV"
"T0000535",2026-04-22,"TSLA","SELL",62.593,119.2896,0.086,"C0072","WEALTH"
"T0000536",2026-02-01,"TSLA","BUY",353.3088,32.9574,0.0873,"C0059","FI"
"T0000537",2026-02-23,"ORO","SELL",37.3397,65.092,0.0639,"C0008","FI"
"T0000538",2026-06-11,"GOOG","SELL",446.8229,41.4075,0.1345,"C0059","EQ"
"T0000539",2026-05-09,"META","BUY",921.4732,122.0858,0.2145,"C0064","FI"
"T0000540",2026-01-07,"AMZN","BUY",603.1447,166.9764,0.1226,"C0071","WEALTH"
"T0000541",2026-01-11,"SP500","BUY",732.0919,186.4734,0.1159,"C0015","FI"
"T0000542",2026-03-18,"TSLA","SELL",351.2767,94.4077,0.1054,"C0076","FX"
"T0000543",2026-04-11,"GOOG","BUY",10.3659,36.4419,0.2055,"C0036","EQ"
"T0000544",2026-05-23,"AMZN","BUY",751.3436,49.4328,0.2553,"C0018","DERIV"
"T0000545",2026-02-06,"TSLA","BUY",680.0816,69.482,0.0364,"C0046","FI"
"T0000546",2026-05-22,"META","BUY",335.9463,10.279,0.1005,"C0053","WEALTH"
"T0000547",2026-03-31,"BONO2030","SELL",525.9225,170.0883,0.2305,"C0008","EQ"
"T0000548",2026-06-26,"GOOG","SELL",578.679,23.2154,0.3441,"C0053","FI"
"T0000549",2026-06-05,"MSFT","BUY",399.476,37.8079,0.1923,"C0015","WEALTH"
"T0000550",2026-02-28,"NVDA","SELL",836.8362,158.4332,0.1257,"C0013","EQ"
"T0000551",2026-04-28,"EURO","BUY",229.0521,75.779,0.1957,"C0022","EQ"
"T0000552",2026-01-17,"AAPL","BUY",835.1958,79.6681,0.1549,"C0075","DERIV"
"T0000553",2026-06-27,"ORO","SELL",103.1138,29.9713,0.1864,"C0007","EQ"
"T0000554",2026-02-08,"AMZN","SELL",578.3007,15.1598,0.1793,"C0070","EQ"
"T0000555",2026-06-11,"SP500","BUY",806.0232,28.9868,0.3351,"C0003","FX"
"T0000556",2026-06-12,"AMZN","SELL",785.2732,81.582,0.168,"C0059","EQ"
"T0000557",2026-05-28,"ORO","SELL",282.7098,96.9074,0.107,"C0033","EQ"
"T0000558",2026-01-08,"NVDA","BUY",873.8574,56.5251,0.2512,"C0031","EQ"
"T0000559",2026-01-20,"GOOG","SELL",447.939,39.8326,0.0841,"C0051","FX"
"T0000560",2026-06-05,"GOOG","SELL",342.6531,73.9955,0.1137,"C0051","FI"
"T0000561",2026-04-20,"META","SELL",721.6191,33.1837,0.0322,"C0012","DERIV"
"T0000562",2026-04-07,"GOOG","SELL",147.5513,82.1963,0.1527,"C0073","DERIV"
"T0000563",2026-02-15,"SP500","SELL",703.9715,22.6215,0.1984,"C0032","EQ"
"T0000564",2026-03-26,"DOLAR","BUY",182.8184,242.0471,0.0484,"C0078","FI"
"T0000565",2026-04-08,"SP500","SELL",347.6614,6.2715,0.6236,"C0078","EQ"
"T0000566",2026-03-03,"DOLAR","SELL",449.1033,169.754,0.0777,"C0069","EQ"
"T0000567",2026-03-10,"DOLAR","SELL",295.094,32.3221,0.0626,"C0019","EQ"
"T0000568",2026-06-19,"EURO","BUY",912.5965,148.6845,0.1116,"C0074","EQ"
"T0000569",2026-01-12,"NVDA","SELL",602.754,16.9755,0.1627,"C0042","EQ"
"T0000570",2026-01-03,"DOLAR","BUY",419.7593,41.9053,0.1044,"C0014","FI"
"T0000571",2026-05-02,"BONO2027","SELL",120.2234,64.6284,0.1831,"C0032","FI"
"T0000572",2026-01-18,"GOOG","SELL",233.3691,24.3468,0.0797,"C0072","WEALTH"
"T0000573",2026-06-27,"TSLA","BUY",620.6301,35.5941,0.2108,"C0004","EQ"
"T0000574",2026-06-24,"GOOG","SELL",687.0726,81.1295,0.1467,"C0068","FI"
"T0000575",2026-05-16,"META","BUY",569.2945,84.6729,0.4222,"C0036","EQ"
"T0000576",2026-04-25,"BONO2027","SELL",354.8383,20.4464,0.1707,"C0063","DERIV"
"T0000577",2026-01-30,"EURO","BUY",599.3309,24.4031,0.1323,"C0003","EQ"
"T0000578",2026-05-28,"AAPL","SELL",968.9787,64.4399,0.1475,"C0056","EQ"
"T0000579",2026-02-20,"AMZN","BUY",391.1448,169.6811,0.1891,"C0065","DERIV"
"T0000580",2026-06-11,"BONO2030","BUY",852.9617,99.2529,0.0837,"C0049","EQ"
"T0000581",2026-01-21,"SP500","BUY",43.2453,16.191,0.0743,"C0032","DERIV"
"T0000582",2026-06-29,"DOLAR","SELL",425.2976,30.6902,0.2275,"C0044","FI"
"T0000583",2026-03-24,"AMZN","SELL",23.3682,12.5464,0.143,"C0037","DERIV"
"T0000584",2026-05-05,"SP500","SELL",33.0393,102.2598,0.0559,"C0044","EQ"
"T0000585",2026-03-23,"NVDA","BUY",99.1135,27.1984,0.0762,"C0036","EQ"
"T0000586",2026-02-09,"META","BUY",942.8548,54.1256,0.1446,"C0016","FX"
